score_bin,n,win_rate,stop_rate,avg_pnl,med_pnl,avg_mfe,avg_mae,avg_score
"[40, 44)",15,26.666666666666668,40.0,-0.08673468319170115,-0.10593220338984688,2.6797001898062116,-3.537892478937262,41.682783222941495
"[0, 32)",5,20.0,40.0,-0.13677224432247392,0.0,0.6498201761361493,-0.9390295562858348,30.979652436843725
"[36, 40)",31,22.58064516129032,45.16129032258064,-0.26289080610801463,-0.9638554216867434,1.8104795742095756,-2.223491637926715,37.71681817425107
"[44, 100)",20,20.0,45.0,-0.2963692256936973,-1.0010938317401352,3.1492981841778986,-3.6110361173189625,46.34263597994466
"[32, 36)",32,12.5,37.5,-0.5132327448471905,-0.3784162978509864,1.8054506856229122,-2.890834673814983,34.432934038594674
