target,stop,horizon,n,avg,median,win_rate,target_rate,stop_rate,time_rate,profit_factor
1.0,-1.5,360,103,-0.06956919966403592,0.0,27.184466019417474,11.650485436893204,11.650485436893204,76.69902912621359,0.7132114695444103
1.8,-0.8,720,103,-0.07189644243052565,0.0,26.21359223300971,10.679611650485436,38.83495145631068,50.48543689320388,0.8028579020990309
2.0,-2.5,360,103,-0.07204086371749903,0.0,25.24271844660194,9.70873786407767,6.796116504854369,83.49514563106796,0.7767709333514926
1.2,-2.5,180,103,-0.0737588490795973,0.0,23.300970873786408,10.679611650485436,3.8834951456310676,85.43689320388349,0.6913391336817284
1.0,-2.0,180,103,-0.0741806983925413,0.0,23.300970873786408,10.679611650485436,4.854368932038835,84.46601941747572,0.6597631926208258
1.5,-2.5,60,103,-0.07493542149027152,0.0,16.50485436893204,5.825242718446602,2.912621359223301,91.2621359223301,0.6174864959423465
0.8,-1.2,360,103,-0.07557375704386744,0.0,26.21359223300971,13.592233009708737,12.62135922330097,73.7864077669903,0.6553536754357984
1.5,-0.8,1440,103,-0.07840834232857999,-0.35360678925034916,29.126213592233007,15.53398058252427,43.689320388349515,40.77669902912621,0.8019773681885353
1.0,-2.0,60,103,-0.07984321364872778,0.0,16.50485436893204,6.796116504854369,3.8834951456310676,89.32038834951457,0.548188163801867
3.0,-1.2,720,103,-0.08069548887755748,0.0,27.184466019417474,6.796116504854369,31.06796116504854,62.13592233009708,0.8334940657783243
1.2,-2.0,360,103,-0.0809979886283214,0.0,27.184466019417474,11.650485436893204,7.766990291262135,80.58252427184466,0.7079152568278289
1.8,-0.8,1440,103,-0.08184812271201919,-0.5291005291005346,27.184466019417474,12.62135922330097,44.66019417475729,42.71844660194174,0.7998139929025008
1.5,-0.8,720,103,-0.08336105152671877,0.0,27.184466019417474,13.592233009708737,38.83495145631068,47.57281553398058,0.7665666336496686
1.2,-2.5,60,103,-0.08543581887841853,0.0,16.50485436893204,6.796116504854369,2.912621359223301,90.29126213592234,0.5638864264550563
0.8,-1.5,360,103,-0.09110773762639171,0.0,27.184466019417474,14.563106796116504,11.650485436893204,73.7864077669903,0.6244220960829363
1.8,-2.5,360,103,-0.09145833944565437,0.0,25.24271844660194,9.70873786407767,6.796116504854369,83.49514563106796,0.716603068062375
2.5,-1.0,720,103,-0.09220815539968093,0.0,26.21359223300971,8.737864077669903,33.980582524271846,57.28155339805825,0.7860321908112418
0.8,-2.0,60,103,-0.0934354466584365,0.0,16.50485436893204,6.796116504854369,3.8834951456310676,89.32038834951457,0.4712732768188924
1.0,-2.5,180,103,-0.09511807238056819,0.0,23.300970873786408,10.679611650485436,3.8834951456310676,85.43689320388349,0.6019565517918121
0.8,-2.0,180,103,-0.09563425760798101,0.0,23.300970873786408,11.650485436893204,4.854368932038835,83.49514563106796,0.5613644089405255
1.5,-2.5,360,103,-0.0984364947854603,0.0,26.21359223300971,10.679611650485436,6.796116504854369,82.52427184466019,0.6876387934277763
1.0,-2.5,60,103,-0.09902805188812727,0.0,16.50485436893204,6.796116504854369,2.912621359223301,90.29126213592234,0.49450384912229534
1.2,-0.8,1440,103,-0.10250858250107749,-0.2035278154681186,30.097087378640776,19.41747572815534,42.71844660194174,37.86407766990291,0.7359315803643719
1.0,-2.0,360,103,-0.1042989595021078,0.0,27.184466019417474,11.650485436893204,7.766990291262135,80.58252427184466,0.6238902309156121
1.2,-0.8,720,103,-0.10586127537772355,0.0,28.155339805825243,15.53398058252427,37.86407766990291,46.601941747572816,0.696969136008476
