id,market,strategyName,score,outcome,pnl_pct,target_pct,stop_pct,max_ret,min_ret
12,KRW-ADA,Momentum Breakout,39.04856370824647,TIME_EXIT,0.0,2.0000000000000018,-1.5000000000000013,0.0,0.0
480,KRW-ADA,Rebound Watch,34.59383145661952,TIME_EXIT,0.0,1.8000000000000016,-2.0000000000000018,0.0,0.0
907,KRW-AKT,Momentum Breakout,45.42914562636433,TIME_EXIT,0.0,2.0000000000000018,-1.5000000000000013,0.0,0.0
17,KRW-API3,Rebound Watch,34.7550519611238,TIME_EXIT,0.0,1.8000000000000016,-2.0000000000000018,0.0,0.0
2275,KRW-AZTEC,Momentum Breakout,46.18591417124536,TIME_EXIT,0.0,2.0000000000000018,-1.5000000000000013,0.0,0.0
26,KRW-B3,Rebound Watch,38.92850463938687,TIME_EXIT,-0.5181347150259086,1.8000000000000016,-2.0000000000000018,0.0,-0.5181347150259086
497,KRW-B3,Rebound Watch,36.771469894659845,TIME_EXIT,0.0,1.8000000000000016,-1.9999999999999907,0.0,0.0
33,KRW-BIO,Rebound Watch,36.99148576187548,TIME_EXIT,0.26350461133068936,1.8000000000000016,-2.0000000000000018,0.26350461133068936,0.0
496,KRW-BIO,Volume Accumulation,37.35074386132665,TARGET,1.4999999999999902,1.4999999999999902,-1.0000000000000009,1.5625,-0.7812499999999889
9,KRW-BSV,Momentum Breakout,40.421332447583694,TIME_EXIT,0.0,2.0000000000000018,-1.5000000000000013,0.0,0.0
484,KRW-BSV,Rebound Watch,30.82123082810582,TIME_EXIT,0.0,1.8000000000000016,-2.0000000000000018,0.0,0.0
485,KRW-BTC,Rebound Watch,29.8153089237109,TIME_EXIT,0.0,1.8000000000000016,-2.0000000000000018,0.0,0.0
21,KRW-BTC,Volume Accumulation,31.612438818564684,TIME_EXIT,0.0,1.4999999999999902,-1.0000000000000009,0.0,0.0
15,KRW-CFG,Volume Accumulation,36.62582701244372,TARGET,1.4999999999999902,1.4999999999999902,-1.0000000000000009,3.104212860310418,0.0
477,KRW-CFG,Volume Accumulation,35.628085230981554,TIME_EXIT,0.22075055187638082,1.5000000000000124,-0.9999999999999898,0.22075055187638082,0.0
20,KRW-CHIP,Rebound Watch,33.00381258701985,TIME_EXIT,0.0,1.8000000000000016,-2.0000000000000018,0.0,0.0
711,KRW-CHIP,Volume Accumulation,36.24719972496378,TIME_EXIT,-0.31847133757961776,1.4999999999999902,-1.000000000000012,0.0,-0.4246284501061681
1205,KRW-CPOOL,Momentum Breakout,47.66425304851133,TIME_EXIT,0.0,2.0000000000000018,-1.5000000000000013,0.0,0.0
34,KRW-CPOOL,Rebound Watch,36.86085364269282,TIME_EXIT,0.0,1.8000000000000016,-2.000000000000013,0.0,0.0
1359,KRW-CRO,Momentum Breakout,42.68307848559536,TIME_EXIT,0.0,2.0000000000000018,-1.5000000000000013,0.0,0.0
212,KRW-CVC,Rebound Watch,35.81713226499496,TIME_EXIT,0.20161290322580072,1.8000000000000016,-2.000000000000013,0.40322580645160144,0.0
575,KRW-CVC,Rebound Watch,35.479543787890464,TIME_EXIT,0.809716599190291,1.8000000000000016,-2.0000000000000018,0.809716599190291,0.0
516,KRW-DEEP,Rebound Watch,33.32596889207298,TIME_EXIT,0.0,1.8000000000000016,-2.0000000000000018,0.0,0.0
30,KRW-DEEP,Volume Accumulation,37.37078633881092,TIME_EXIT,0.0,1.4999999999999902,-1.0000000000000009,1.4446227929374,0.0
474,KRW-DOGE,Rebound Watch,36.346843976615176,TIME_EXIT,0.0,1.8000000000000016,-2.0000000000000018,0.0,0.0
10,KRW-DOGE,Volume Accumulation,39.69722983860797,TIME_EXIT,0.0,1.4999999999999902,-1.0000000000000009,0.0,0.0
18,KRW-DRIFT,Rebound Watch,34.11284993590971,TIME_EXIT,0.0,1.8000000000000016,-2.000000000000013,0.0,-0.832177531206646
1023,KRW-DRIFT,Volume Accumulation,36.07674401371455,TIME_EXIT,0.2762430939226457,1.4999999999999902,-1.0000000000000009,0.2762430939226457,0.0
102,KRW-ENS,Momentum Breakout,38.37285370440483,STOP,-1.5000000000000013,2.0000000000000018,-1.5000000000000013,0.0,-1.8502202643171817
512,KRW-ENS,Volume Accumulation,36.21923160518666,TIME_EXIT,0.4520795660036159,1.4999999999999902,-1.0000000000000009,0.4520795660036159,0.0
483,KRW-ETH,Rebound Watch,31.48038983178101,TIME_EXIT,0.0,1.8000000000000016,-2.0000000000000018,0.0,0.0
19,KRW-ETH,Volume Accumulation,33.30380834082996,TIME_EXIT,0.05758710048948679,1.4999999999999902,-1.0000000000000009,0.11517420097897357,0.0
880,KRW-FF,Momentum Breakout,44.057460064845976,TIME_EXIT,0.0,2.0000000000000018,-1.5000000000000013,0.0,0.0
4119,KRW-HP,Momentum Breakout,47.27384603137723,TIME_EXIT,0.0,2.0000000000000018,-1.5000000000000013,0.0,0.0
1369,KRW-ICP,Volume Accumulation,32.611337535354714,TIME_EXIT,0.0,1.4999999999999902,-1.0000000000000009,0.0,0.0
4757,KRW-IMX,Momentum Breakout,45.917337591731226,TIME_EXIT,0.0,2.0000000000000018,-1.5000000000000013,0.0,0.0
2875,KRW-INJ,Momentum Breakout,47.517123717941146,STOP,-1.5000000000000013,2.0000000000000018,-1.5000000000000013,0.0,-5.170239596469106
533,KRW-IP,Rebound Watch,32.54136573943124,TIME_EXIT,0.0,1.8000000000000016,-2.0000000000000018,0.0,0.0
155,KRW-IP,Volume Accumulation,35.122856174377205,TIME_EXIT,-0.6818181818181834,1.4999999999999902,-0.9999999999999898,0.0,-0.6818181818181834
6292,KRW-IRYS,Momentum Breakout,48.98054400079748,STOP,-1.4999999999999902,2.0000000000000018,-1.4999999999999902,0.0,-6.140350877192979
50,KRW-JTO,Volume Accumulation,35.506002887155944,TIME_EXIT,-0.1335113484646211,1.4999999999999902,-1.0000000000000009,0.2670226969292422,-0.1335113484646211
2765,KRW-JTO,Volume Accumulation,36.67178149472081,STOP,-1.0000000000000009,1.4999999999999902,-1.0000000000000009,0.13623978201635634,-2.588555858310626
5738,KRW-KAVA,Rebound Watch,33.6397076864714,TIME_EXIT,0.0,1.8000000000000016,-2.0000000000000018,0.0,0.0
573,KRW-KITE,Momentum Breakout,40.66574594612153,TARGET,2.0000000000000018,2.0000000000000018,-1.5000000000000013,5.109489051094895,-2.5547445255474477
23,KRW-LAYER,Rebound Watch,39.42568862533737,TIME_EXIT,-1.098901098901095,1.8000000000000016,-1.9999999999999907,0.0,-1.098901098901095
495,KRW-LAYER,Volume Accumulation,40.798776000133664,STOP,-1.000000000000012,1.4999999999999902,-1.000000000000012,0.0,-1.0752688172043001
2896,KRW-LINK,Rebound Watch,31.16889378205621,TIME_EXIT,0.0,1.8000000000000016,-2.0000000000000018,0.0,0.0
2291,KRW-MANTRA,Rebound Watch,35.66600561749466,TIME_EXIT,0.5952380952380931,1.8000000000000016,-2.000000000000013,0.5952380952380931,0.0
611,KRW-MBL,Momentum Breakout,43.24099580077559,TARGET,2.0000000000000018,2.0000000000000018,-1.5000000000000013,6.711409395973167,0.0
844,KRW-MED,Momentum Breakout,48.58343116160231,STOP,-1.5000000000000013,2.0000000000000018,-1.5000000000000013,0.0,-6.077348066298349
1150,KRW-MEGA,Rebound Watch,33.67931045374131,TIME_EXIT,0.0,1.8000000000000016,-2.0000000000000018,0.0,0.0
379,KRW-MOVE,Momentum Breakout,41.183204150469855,TARGET,2.0000000000000018,2.0000000000000018,-1.5000000000000124,6.976744186046524,-1.3289036544850585
689,KRW-MOVE,Momentum Breakout,49.81360287442048,STOP,-1.5000000000000013,2.0000000000000018,-1.5000000000000013,0.0,-5.295950155763252
1994,KRW-NEAR,Volume Accumulation,33.19492179901843,TARGET,1.4999999999999902,1.4999999999999902,-1.0000000000000009,2.9325513196480912,0.0
471,KRW-ONDO,Momentum Breakout,42.85796549619205,STOP,-1.5000000000000013,2.0000000000000018,-1.5000000000000013,0.0,-1.9938650306748462
13,KRW-ONDO,Volume Accumulation,37.85259106109783,TARGET,1.4999999999999902,1.4999999999999902,-1.0000000000000009,2.4077046548956593,0.0
302,KRW-ORCA,Momentum Breakout,37.17887078410542,TIME_EXIT,-0.3976143141153132,2.0000000000000018,-1.5000000000000013,0.0,-0.43737574552683567
609,KRW-ORCA,Momentum Breakout,37.27379195245137,TIME_EXIT,0.03995205753095643,2.0000000000000018,-1.5000000000000013,0.31961646024769585,0.0
1481,KRW-ORDER,Volume Accumulation,37.22701413578988,TIME_EXIT,0.0,1.4999999999999902,-1.0000000000000009,0.0,0.0
541,KRW-PENGU,Rebound Watch,34.22562190600053,TIME_EXIT,0.0,1.8000000000000016,-1.9999999999999907,0.0,0.0
246,KRW-PIEVERSE,Momentum Breakout,39.794802423858165,STOP,-1.5000000000000013,2.0000000000000018,-1.5000000000000013,0.0,-2.4760383386581486
585,KRW-PIEVERSE,Rebound Watch,33.49977859647497,TIME_EXIT,0.5957446808510625,1.8000000000000016,-2.0000000000000018,0.8510638297872353,0.0
5478,KRW-POLYX,Momentum Breakout,46.36631088296801,TIME_EXIT,0.0,2.0000000000000018,-1.4999999999999902,0.0,0.0
25,KRW-PROS,Volume Accumulation,38.93340136742735,TIME_EXIT,0.07468259895444529,1.4999999999999902,-1.000000000000012,0.07468259895444529,0.0
1043,KRW-PROS,Volume Accumulation,35.06259698731993,TIME_EXIT,0.0,1.4999999999999902,-0.9999999999999898,0.0,0.0
