reasonCode,n,pct,avg_change,median_change,max_change,avg_rank_change,avg_rank_trade_value
TRADE_VALUE_FILTER_EXCLUDED,1651,48.38804220398593,4.406648607130054,4.14507772,18.65443425,7.726226529376135,99.95820714718353
SCORE_TOO_LOW,1314,38.51113716295428,2.94250103746912,0.14790711756789154,154.28571429,109.65905631659056,4.7336377473363775
UNKNOWN,447,13.10082063305979,9.426896343087249,7.30434783,36.61971831,4.704697986577181,16.16778523489933
