id,market,strategyName,entryPrice,stopLossPrice,targetPrice,score,reason,timestamp
1,KRW-QTUM,Momentum Breakout,1560.0,1536.6,1591.2,45.921474192168446,Positive trend with strong 24h trading value,1778431699354
2,KRW-SONIC,Momentum Breakout,63.0,62.055,64.26,45.40928286051171,Positive trend with strong 24h trading value,1778431699354
3,KRW-W,Momentum Breakout,23.3,22.9505,23.766000000000002,44.478658841920286,Positive trend with strong 24h trading value,1778431699354
4,KRW-SNT,Momentum Breakout,16.1,15.858500000000001,16.422,44.24647884149375,Positive trend with strong 24h trading value,1778431699354
5,KRW-DEEP,Momentum Breakout,57.3,56.44049999999999,58.446,42.60914391060218,Positive trend with strong 24h trading value,1778431699354
6,KRW-BSV,Momentum Breakout,25710.0,25324.35,26224.2,41.17391498698587,Positive trend with strong 24h trading value,1778431699354
7,KRW-WAL,Momentum Breakout,125.0,123.125,127.5,40.91325437331292,Positive trend with strong 24h trading value,1778431699354
8,KRW-KITE,Momentum Breakout,276.0,271.86,281.52,40.776479502620354,Positive trend with strong 24h trading value,1778431699354
9,KRW-CFG,Momentum Breakout,469.0,461.965,478.38,40.59254300047964,Positive trend with strong 24h trading value,1778431699354
10,KRW-XRP,Momentum Breakout,2160.0,2127.6,2203.2,40.487534995291256,Positive trend with strong 24h trading value,1778431699354
11,KRW-XLM,Momentum Breakout,249.0,245.265,253.98000000000002,38.820088565601466,Positive trend with strong 24h trading value,1778431699354
12,KRW-SAHARA,Rebound Watch,55.3,54.193999999999996,56.2954,37.67378041207008,Pullback with active trading volume,1778431699354
13,KRW-ONDO,Rebound Watch,617.0,604.66,628.106,36.8213061653448,Pullback with active trading volume,1778431699354
14,KRW-USDT,Rebound Watch,1468.0,1438.6399999999999,1494.424,35.658495816019496,Pullback with active trading volume,1778431699354
15,KRW-API3,Rebound Watch,547.0,536.06,556.846,35.25052958047678,Pullback with active trading volume,1778431699354
16,KRW-DOGE,Rebound Watch,160.0,156.8,162.88,35.03074229322322,Pullback with active trading volume,1778431699354
17,KRW-DRIFT,Rebound Watch,71.7,70.266,72.9906,33.51461094911858,Pullback with active trading volume,1778431699354
18,KRW-SOL,Volume Accumulation,139300.0,137907.0,141389.5,33.198917617194574,Stable price with high liquidity,1778431699354
19,KRW-CHIP,Rebound Watch,93.4,91.53200000000001,95.08120000000001,32.94338512067525,Pullback with active trading volume,1778431699354
20,KRW-ETH,Volume Accumulation,3448000.0,3413520.0,3499719.9999999995,31.510492787725543,Stable price with high liquidity,1778431699354
21,KRW-BTC,Volume Accumulation,119293000.0,118100070.0,121082394.99999999,29.710089860138204,Stable price with high liquidity,1778431699354
22,KRW-QTUM,Momentum Breakout,1564.0,1540.54,1595.28,46.20398276412321,Positive trend with strong 24h trading value,1778431729774
23,KRW-SONIC,Momentum Breakout,63.0,62.055,64.26,45.409317247182045,Positive trend with strong 24h trading value,1778431729774
24,KRW-SNT,Momentum Breakout,16.1,15.858500000000001,16.422,44.2465147268568,Positive trend with strong 24h trading value,1778431729774
25,KRW-W,Momentum Breakout,23.2,22.852,23.663999999999998,44.0157168593823,Positive trend with strong 24h trading value,1778431729774
26,KRW-DEEP,Momentum Breakout,57.4,56.538999999999994,58.548,42.79433681674219,Positive trend with strong 24h trading value,1778431729774
27,KRW-BSV,Momentum Breakout,25690.0,25304.65,26203.8,41.09002296355422,Positive trend with strong 24h trading value,1778431729774
28,KRW-WAL,Momentum Breakout,125.0,123.125,127.5,40.91343501878991,Positive trend with strong 24h trading value,1778431729774
29,KRW-KITE,Momentum Breakout,276.0,271.86,281.52,40.777580308373345,Positive trend with strong 24h trading value,1778431729774
30,KRW-XRP,Momentum Breakout,2158.0,2125.63,2201.16,40.39282866206389,Positive trend with strong 24h trading value,1778431729774
31,KRW-CFG,Momentum Breakout,468.0,460.98,477.36,40.36794972459723,Positive trend with strong 24h trading value,1778431729774
32,KRW-XLM,Momentum Breakout,249.0,245.265,253.98000000000002,38.82009398656757,Positive trend with strong 24h trading value,1778431729774
33,KRW-SAHARA,Rebound Watch,55.1,53.998,56.0918,37.318498474428225,Pullback with active trading volume,1778431729774
34,KRW-ONDO,Volume Accumulation,618.0,611.82,627.27,36.98338350913521,Stable price with high liquidity,1778431729774
35,KRW-DOGE,Rebound Watch,161.0,157.78,163.898,35.662072688094625,Pullback with active trading volume,1778431729774
36,KRW-USDT,Rebound Watch,1467.0,1437.66,1493.406,35.591885940125096,Pullback with active trading volume,1778431729774
37,KRW-API3,Rebound Watch,547.0,536.06,556.846,35.25052958047678,Pullback with active trading volume,1778431729774
38,KRW-DRIFT,Rebound Watch,71.7,70.266,72.9906,33.51461094911858,Pullback with active trading volume,1778431729774
39,KRW-SOL,Volume Accumulation,139200.0,137808.0,141288.0,33.12694561822432,Stable price with high liquidity,1778431729774
40,KRW-CHIP,Rebound Watch,93.4,91.53200000000001,95.08120000000001,32.94374361044946,Pullback with active trading volume,1778431729774
41,KRW-ETH,Volume Accumulation,3448000.0,3413520.0,3499719.9999999995,31.510979984556364,Stable price with high liquidity,1778431729774
42,KRW-BTC,Volume Accumulation,119326000.0,118132740.0,121115889.99999999,29.73822845363909,Stable price with high liquidity,1778431729774
43,KRW-QTUM,Momentum Breakout,1564.0,1540.54,1595.28,46.20408235657003,Positive trend with strong 24h trading value,1778431760021
44,KRW-SONIC,Momentum Breakout,63.0,62.055,64.26,45.409317247182045,Positive trend with strong 24h trading value,1778431760021
45,KRW-SNT,Momentum Breakout,16.1,15.858500000000001,16.422,44.24651031415051,Positive trend with strong 24h trading value,1778431760021
46,KRW-W,Momentum Breakout,23.2,22.852,23.663999999999998,44.01583532129704,Positive trend with strong 24h trading value,1778431760021
47,KRW-DEEP,Momentum Breakout,57.6,56.736,58.752,43.16467758928766,Positive trend with strong 24h trading value,1778431760021
48,KRW-BSV,Momentum Breakout,25690.0,25304.65,26203.8,41.09011695079034,Positive trend with strong 24h trading value,1778431760021
49,KRW-WAL,Momentum Breakout,125.0,123.125,127.5,40.91348451078268,Positive trend with strong 24h trading value,1778431760021
50,KRW-KITE,Momentum Breakout,276.0,271.86,281.52,40.77544033767012,Positive trend with strong 24h trading value,1778431760021
51,KRW-XRP,Momentum Breakout,2159.0,2126.615,2202.18,40.44142378638708,Positive trend with strong 24h trading value,1778431760021
52,KRW-CFG,Momentum Breakout,468.0,460.98,477.36,40.367983360331344,Positive trend with strong 24h trading value,1778431760021
53,KRW-XLM,Momentum Breakout,249.0,245.265,253.98000000000002,38.82009398656757,Positive trend with strong 24h trading value,1778431760021
54,KRW-SAHARA,Rebound Watch,55.1,53.998,56.0918,37.31806527408054,Pullback with active trading volume,1778431760021
55,KRW-ONDO,Volume Accumulation,618.0,611.82,627.27,36.983842667177726,Stable price with high liquidity,1778431760021
56,KRW-DOGE,Rebound Watch,161.0,157.78,163.898,35.6620675379355,Pullback with active trading volume,1778431760021
57,KRW-USDT,Rebound Watch,1467.0,1437.66,1493.406,35.59234650347966,Pullback with active trading volume,1778431760021
58,KRW-API3,Rebound Watch,547.0,536.06,556.846,35.25052958047678,Pullback with active trading volume,1778431760021
59,KRW-DRIFT,Rebound Watch,71.7,70.266,72.9906,33.51461094911858,Pullback with active trading volume,1778431760021
60,KRW-SOL,Volume Accumulation,139100.0,137709.0,141186.5,33.05455939924333,Stable price with high liquidity,1778431760021
61,KRW-CHIP,Rebound Watch,93.4,91.53200000000001,95.08120000000001,32.943905445286916,Pullback with active trading volume,1778431760021
62,KRW-ETH,Volume Accumulation,3448000.0,3413520.0,3499719.9999999995,31.511298574828633,Stable price with high liquidity,1778431760021
63,KRW-BTC,Volume Accumulation,119326000.0,118132740.0,121115889.99999999,29.738482143180924,Stable price with high liquidity,1778431760021
64,KRW-QTUM,Momentum Breakout,1565.0,1541.525,1596.3,46.27485357970685,Positive trend with strong 24h trading value,1778431790241
65,KRW-SONIC,Momentum Breakout,63.0,62.055,64.26,45.40931763992859,Positive trend with strong 24h trading value,1778431790241
66,KRW-SNT,Momentum Breakout,16.1,15.858500000000001,16.422,44.24650539545767,Positive trend with strong 24h trading value,1778431790241
67,KRW-W,Momentum Breakout,23.2,22.852,23.663999999999998,44.01583532129704,Positive trend with strong 24h trading value,1778431790241
68,KRW-DEEP,Momentum Breakout,57.6,56.736,58.752,43.16480825599466,Positive trend with strong 24h trading value,1778431790241
69,KRW-BSV,Momentum Breakout,25680.0,25294.8,26193.600000000002,41.04873521114897,Positive trend with strong 24h trading value,1778431790241
70,KRW-WAL,Momentum Breakout,125.0,123.125,127.5,40.91444622886773,Positive trend with strong 24h trading value,1778431790241
71,KRW-KITE,Momentum Breakout,276.0,271.86,281.52,40.775676525484556,Positive trend with strong 24h trading value,1778431790241
72,KRW-XRP,Momentum Breakout,2160.0,2127.6,2203.2,40.492018098950254,Positive trend with strong 24h trading value,1778431790241
73,KRW-CFG,Momentum Breakout,468.0,460.98,477.36,40.367983360331344,Positive trend with strong 24h trading value,1778431790241
74,KRW-XLM,Momentum Breakout,249.0,245.265,253.98000000000002,38.81970039794978,Positive trend with strong 24h trading value,1778431790241
75,KRW-SAHARA,Rebound Watch,55.0,53.9,55.99,37.14049865361818,Pullback with active trading volume,1778431790241
76,KRW-ONDO,Volume Accumulation,618.0,611.82,627.27,36.98305035605833,Stable price with high liquidity,1778431790241
77,KRW-DOGE,Rebound Watch,161.0,157.78,163.898,35.66301345284548,Pullback with active trading volume,1778431790241
78,KRW-USDT,Rebound Watch,1468.0,1438.6399999999999,1494.424,35.66154157807977,Pullback with active trading volume,1778431790241
79,KRW-API3,Volume Accumulation,548.0,542.52,556.2199999999999,35.4333708652773,Stable price with high liquidity,1778431790241
80,KRW-DRIFT,Rebound Watch,71.7,70.266,72.9906,33.514610309491985,Pullback with active trading volume,1778431790241
81,KRW-CHIP,Rebound Watch,93.6,91.728,95.28479999999999,33.148207243068015,Pullback with active trading volume,1778431790241
82,KRW-SOL,Volume Accumulation,139000.0,137610.0,141085.0,32.98116892801726,Stable price with high liquidity,1778431790241
83,KRW-ETH,Volume Accumulation,3447000.0,3412530.0,3498704.9999999995,31.48188291748253,Stable price with high liquidity,1778431790241
84,KRW-BTC,Volume Accumulation,119326000.0,118132740.0,121115889.99999999,29.738878853608853,Stable price with high liquidity,1778431790241
85,KRW-QTUM,Momentum Breakout,1564.0,1540.54,1595.28,46.204626949551205,Positive trend with strong 24h trading value,1778431820461
86,KRW-SONIC,Momentum Breakout,63.1,62.1535,64.36200000000001,45.578525973167245,Positive trend with strong 24h trading value,1778431820461
87,KRW-SNT,Momentum Breakout,16.1,15.858500000000001,16.422,44.246333294147334,Positive trend with strong 24h trading value,1778431820461
88,KRW-W,Momentum Breakout,23.2,22.852,23.663999999999998,44.01583532129704,Positive trend with strong 24h trading value,1778431820461
89,KRW-DEEP,Momentum Breakout,58.0,57.13,59.160000000000004,43.90646149187117,Positive trend with strong 24h trading value,1778431820461
90,KRW-BSV,Momentum Breakout,25750.0,25363.75,26265.0,41.34236523254156,Positive trend with strong 24h trading value,1778431820461
91,KRW-WAL,Momentum Breakout,125.0,123.125,127.5,40.91444622886773,Positive trend with strong 24h trading value,1778431820461
92,KRW-XRP,Momentum Breakout,2160.0,2127.6,2203.2,40.49306362031565,Positive trend with strong 24h trading value,1778431820461
93,KRW-KITE,Momentum Breakout,275.0,270.875,280.5,40.39309068169014,Positive trend with strong 24h trading value,1778431820461
94,KRW-CFG,Momentum Breakout,467.0,459.995,476.34000000000003,40.144541012138546,Positive trend with strong 24h trading value,1778431820461
95,KRW-XLM,Momentum Breakout,249.0,245.265,253.98000000000002,38.82022177230531,Positive trend with strong 24h trading value,1778431820461
96,KRW-ONDO,Volume Accumulation,618.0,611.82,627.27,36.9834486652462,Stable price with high liquidity,1778431820461
97,KRW-SAHARA,Rebound Watch,54.8,53.70399999999999,55.7864,36.785583492410396,Pullback with active trading volume,1778431820461
98,KRW-DOGE,Rebound Watch,161.0,157.78,163.898,35.663014563900205,Pullback with active trading volume,1778431820461
99,KRW-USDT,Rebound Watch,1467.0,1437.66,1493.406,35.59435148286908,Pullback with active trading volume,1778431820461
100,KRW-API3,Volume Accumulation,548.0,542.52,556.2199999999999,35.43337950678782,Stable price with high liquidity,1778431820461
101,KRW-DRIFT,Rebound Watch,71.7,70.266,72.9906,33.51474724840248,Pullback with active trading volume,1778431820461
102,KRW-CHIP,Rebound Watch,93.6,91.728,95.28479999999999,33.14902532394331,Pullback with active trading volume,1778431820461
103,KRW-SOL,Volume Accumulation,139100.0,137709.0,141186.5,33.05430256552827,Stable price with high liquidity,1778431820461
104,KRW-ETH,Volume Accumulation,3449000.0,3414510.0,3500734.9999999995,31.540321991392055,Stable price with high liquidity,1778431820461
105,KRW-BTC,Volume Accumulation,119326000.0,118132740.0,121115889.99999999,29.738926251657983,Stable price with high liquidity,1778431820461
106,KRW-QTUM,Momentum Breakout,1564.0,1540.54,1595.28,46.204651276633406,Positive trend with strong 24h trading value,1778431850684
107,KRW-SONIC,Momentum Breakout,63.1,62.1535,64.36200000000001,45.578525973167245,Positive trend with strong 24h trading value,1778431850684
108,KRW-W,Momentum Breakout,23.3,22.9505,23.766000000000002,44.48093213909858,Positive trend with strong 24h trading value,1778431850684
109,KRW-SNT,Momentum Breakout,16.1,15.858500000000001,16.422,44.24632982483027,Positive trend with strong 24h trading value,1778431850684
110,KRW-DEEP,Momentum Breakout,57.9,57.0315,59.058,43.72142558569031,Positive trend with strong 24h trading value,1778431850684
111,KRW-BSV,Momentum Breakout,25750.0,25363.75,26265.0,41.34236232263544,Positive trend with strong 24h trading value,1778431850684
112,KRW-WAL,Momentum Breakout,125.0,123.125,127.5,40.916010970941144,Positive trend with strong 24h trading value,1778431850684
113,KRW-CFG,Momentum Breakout,468.0,460.98,477.36,40.369292127422796,Positive trend with strong 24h trading value,1778431850684
114,KRW-XRP,Momentum Breakout,2157.0,2124.645,2200.14,40.35262003911453,Positive trend with strong 24h trading value,1778431850684
115,KRW-KITE,Momentum Breakout,274.0,269.89,279.48,40.010054274845814,Positive trend with strong 24h trading value,1778431850684
116,KRW-XLM,Momentum Breakout,249.0,245.265,253.98000000000002,38.82096309884059,Positive trend with strong 24h trading value,1778431850684
117,KRW-ONDO,Rebound Watch,617.0,604.66,628.106,36.81923587445195,Pullback with active trading volume,1778431850684
118,KRW-SAHARA,Rebound Watch,54.6,53.508,55.5828,36.431260043624995,Pullback with active trading volume,1778431850684
119,KRW-DOGE,Rebound Watch,161.0,157.78,163.898,35.66309013687241,Pullback with active trading volume,1778431850684
120,KRW-USDT,Rebound Watch,1467.0,1437.66,1493.406,35.59445370155226,Pullback with active trading volume,1778431850684
121,KRW-API3,Volume Accumulation,548.0,542.52,556.2199999999999,35.43337950678782,Stable price with high liquidity,1778431850684
122,KRW-DRIFT,Rebound Watch,71.7,70.266,72.9906,33.51474724840248,Pullback with active trading volume,1778431850684
123,KRW-CHIP,Rebound Watch,93.6,91.728,95.28479999999999,33.14718268311078,Pullback with active trading volume,1778431850684
124,KRW-SOL,Volume Accumulation,139200.0,137808.0,141288.0,33.127427267587805,Stable price with high liquidity,1778431850684
125,KRW-ETH,Volume Accumulation,3449000.0,3414510.0,3500734.9999999995,31.540360627054618,Stable price with high liquidity,1778431850684
126,KRW-BTC,Volume Accumulation,119326000.0,118132740.0,121115889.99999999,29.73936015639422,Stable price with high liquidity,1778431850684
127,KRW-QTUM,Momentum Breakout,1564.0,1540.54,1595.28,46.20468653570285,Positive trend with strong 24h trading value,1778431880940
128,KRW-SONIC,Momentum Breakout,63.1,62.1535,64.36200000000001,45.57855963471239,Positive trend with strong 24h trading value,1778431880940
129,KRW-W,Momentum Breakout,23.3,22.9505,23.766000000000002,44.48093213909858,Positive trend with strong 24h trading value,1778431880940
130,KRW-SNT,Momentum Breakout,16.1,15.858500000000001,16.422,44.246326381547696,Positive trend with strong 24h trading value,1778431880940
131,KRW-DEEP,Momentum Breakout,58.0,57.13,59.160000000000004,43.90691490652654,Positive trend with strong 24h trading value,1778431880940
132,KRW-BSV,Momentum Breakout,25750.0,25363.75,26265.0,41.34236232263544,Positive trend with strong 24h trading value,1778431880940
133,KRW-WAL,Momentum Breakout,125.0,123.125,127.5,40.916010970941144,Positive trend with strong 24h trading value,1778431880940
134,KRW-XRP,Momentum Breakout,2158.0,2125.63,2201.16,40.40072637506841,Positive trend with strong 24h trading value,1778431880940
135,KRW-KITE,Momentum Breakout,274.0,269.89,279.48,40.01097289648917,Positive trend with strong 24h trading value,1778431880940
136,KRW-CFG,Momentum Breakout,466.0,459.01,475.32,39.91947288720857,Positive trend with strong 24h trading value,1778431880940
137,KRW-XLM,Momentum Breakout,249.0,245.265,253.98000000000002,38.826729788201845,Positive trend with strong 24h trading value,1778431880940
138,KRW-ONDO,Rebound Watch,617.0,604.66,628.106,36.81917809290079,Pullback with active trading volume,1778431880940
139,KRW-SAHARA,Rebound Watch,54.7,53.606,55.6846,36.60845082606601,Pullback with active trading volume,1778431880940
140,KRW-DOGE,Rebound Watch,161.0,157.78,163.898,35.66559630397476,Pullback with active trading volume,1778431880940
141,KRW-USDT,Rebound Watch,1467.0,1437.66,1493.406,35.59487927964892,Pullback with active trading volume,1778431880940
142,KRW-API3,Volume Accumulation,548.0,542.52,556.2199999999999,35.43349951459507,Stable price with high liquidity,1778431880940
143,KRW-DRIFT,Rebound Watch,71.7,70.266,72.9906,33.51474724840248,Pullback with active trading volume,1778431880940
144,KRW-CHIP,Rebound Watch,93.6,91.728,95.28479999999999,33.147332412986245,Pullback with active trading volume,1778431880940
145,KRW-SOL,Volume Accumulation,139200.0,137808.0,141288.0,33.12930828159008,Stable price with high liquidity,1778431880940
146,KRW-ETH,Volume Accumulation,3447000.0,3412530.0,3498704.9999999995,31.482552637035663,Stable price with high liquidity,1778431880940
147,KRW-BTC,Volume Accumulation,119326000.0,118132740.0,121115889.99999999,29.739634115419406,Stable price with high liquidity,1778431880940
148,KRW-QTUM,Momentum Breakout,1564.0,1540.54,1595.28,46.20469387230382,Positive trend with strong 24h trading value,1778431911150
149,KRW-SONIC,Momentum Breakout,63.2,62.252,64.464,45.74776777696022,Positive trend with strong 24h trading value,1778431911150
150,KRW-W,Momentum Breakout,23.3,22.9505,23.766000000000002,44.48093623333402,Positive trend with strong 24h trading value,1778431911150
151,KRW-SNT,Momentum Breakout,16.1,15.858500000000001,16.422,44.24635824876992,Positive trend with strong 24h trading value,1778431911150
152,KRW-DEEP,Momentum Breakout,58.0,57.13,59.160000000000004,43.907638889502806,Positive trend with strong 24h trading value,1778431911150
153,KRW-BSV,Momentum Breakout,25750.0,25363.75,26265.0,41.34236232263544,Positive trend with strong 24h trading value,1778431911150
154,KRW-WAL,Momentum Breakout,125.0,123.125,127.5,40.91699382666376,Positive trend with strong 24h trading value,1778431911150
155,KRW-XRP,Momentum Breakout,2158.0,2125.63,2201.16,40.40096492783093,Positive trend with strong 24h trading value,1778431911150
156,KRW-CFG,Momentum Breakout,466.0,459.01,475.32,39.91937528129398,Positive trend with strong 24h trading value,1778431911150
157,KRW-KITE,Momentum Breakout,273.0,268.905,278.46,39.62881874801102,Positive trend with strong 24h trading value,1778431911150
158,KRW-XLM,Momentum Breakout,249.0,245.265,253.98000000000002,38.826729788201845,Positive trend with strong 24h trading value,1778431911150
159,KRW-ONDO,Rebound Watch,616.0,603.68,627.088,36.657061743615124,Pullback with active trading volume,1778431911150
160,KRW-SAHARA,Rebound Watch,54.7,53.606,55.6846,36.60715376073499,Pullback with active trading volume,1778431911150
161,KRW-USDT,Rebound Watch,1467.0,1437.66,1493.406,35.59567507193553,Pullback with active trading volume,1778431911150
162,KRW-API3,Volume Accumulation,548.0,542.52,556.2199999999999,35.433542980200656,Stable price with high liquidity,1778431911150
163,KRW-DOGE,Rebound Watch,160.0,156.8,162.88,35.045024718196515,Pullback with active trading volume,1778431911150
164,KRW-DRIFT,Rebound Watch,71.7,70.266,72.9906,33.51455252529077,Pullback with active trading volume,1778431911150
165,KRW-CHIP,Rebound Watch,93.6,91.728,95.28479999999999,33.14704017438119,Pullback with active trading volume,1778431911150
166,KRW-SOL,Volume Accumulation,139000.0,137610.0,141085.0,32.984184478224336,Stable price with high liquidity,1778431911150
167,KRW-ETH,Volume Accumulation,3446000.0,3411540.0,3497689.9999999995,31.4535797655082,Stable price with high liquidity,1778431911150
168,KRW-BTC,Volume Accumulation,119325000.0,118131750.0,121114874.99999999,29.739024710155583,Stable price with high liquidity,1778431911150
169,KRW-QTUM,Momentum Breakout,1563.0,1539.555,1594.26,46.134072877015114,Positive trend with strong 24h trading value,1778431941393
170,KRW-SONIC,Momentum Breakout,63.1,62.1535,64.36200000000001,45.57856901953432,Positive trend with strong 24h trading value,1778431941393
171,KRW-W,Momentum Breakout,23.3,22.9505,23.766000000000002,44.481064573133295,Positive trend with strong 24h trading value,1778431941393
172,KRW-SNT,Momentum Breakout,16.1,15.858500000000001,16.422,44.246577072409195,Positive trend with strong 24h trading value,1778431941393
173,KRW-DEEP,Momentum Breakout,58.1,57.228500000000004,59.262,44.09298010293227,Positive trend with strong 24h trading value,1778431941393
174,KRW-BSV,Momentum Breakout,25720.0,25334.2,26234.4,41.21660009750114,Positive trend with strong 24h trading value,1778431941393
175,KRW-WAL,Momentum Breakout,125.0,123.125,127.5,40.91702481740916,Positive trend with strong 24h trading value,1778431941393
176,KRW-XRP,Momentum Breakout,2157.0,2124.645,2200.14,40.35328301791727,Positive trend with strong 24h trading value,1778431941393
177,KRW-CFG,Momentum Breakout,467.0,459.995,476.34000000000003,40.144048582459185,Positive trend with strong 24h trading value,1778431941393
178,KRW-KITE,Momentum Breakout,273.0,268.905,278.46,39.629547086328,Positive trend with strong 24h trading value,1778431941393
179,KRW-XLM,Momentum Breakout,249.0,245.265,253.98000000000002,38.82695201517584,Positive trend with strong 24h trading value,1778431941393
180,KRW-SAHARA,Rebound Watch,55.0,53.9,55.99,37.14014367150425,Pullback with active trading volume,1778431941393
181,KRW-ONDO,Rebound Watch,617.0,604.66,628.106,36.81871557710199,Pullback with active trading volume,1778431941393
182,KRW-DOGE,Rebound Watch,161.0,157.78,163.898,35.666112859277064,Pullback with active trading volume,1778431941393
183,KRW-USDT,Rebound Watch,1467.0,1437.66,1493.406,35.59577016576065,Pullback with active trading volume,1778431941393
184,KRW-API3,Volume Accumulation,548.0,542.52,556.2199999999999,35.43355530547322,Stable price with high liquidity,1778431941393
185,KRW-DRIFT,Rebound Watch,71.7,70.266,72.9906,33.51454716231648,Pullback with active trading volume,1778431941393
186,KRW-CHIP,Rebound Watch,93.6,91.728,95.28479999999999,33.14643414338198,Pullback with active trading volume,1778431941393
187,KRW-SOL,Volume Accumulation,139200.0,137808.0,141288.0,33.12974265141824,Stable price with high liquidity,1778431941393
188,KRW-ETH,Volume Accumulation,3445000.0,3410550.0,3496674.9999999995,31.424482275543117,Stable price with high liquidity,1778431941393
189,KRW-BTC,Volume Accumulation,119325000.0,118131750.0,121114874.99999999,29.73902008997792,Stable price with high liquidity,1778431941393
190,KRW-SONIC,Momentum Breakout,63.1,62.1535,64.36200000000001,45.57856901953432,Positive trend with strong 24h trading value,1778431972053
191,KRW-QTUM,Momentum Breakout,1555.0,1531.675,1586.1000000000001,45.56942840163092,Positive trend with strong 24h trading value,1778431972053
192,KRW-W,Momentum Breakout,23.3,22.9505,23.766000000000002,44.481064573133295,Positive trend with strong 24h trading value,1778431972053
193,KRW-DEEP,Momentum Breakout,58.1,57.228500000000004,59.262,44.09393848018877,Positive trend with strong 24h trading value,1778431972053
194,KRW-SNT,Momentum Breakout,16.0,15.76,16.32,43.58484251878306,Positive trend with strong 24h trading value,1778431972053
195,KRW-BSV,Momentum Breakout,25720.0,25334.2,26234.4,41.21660009750114,Positive trend with strong 24h trading value,1778431972053
196,KRW-WAL,Momentum Breakout,125.0,123.125,127.5,40.917032903023724,Positive trend with strong 24h trading value,1778431972053
197,KRW-XRP,Momentum Breakout,2157.0,2124.645,2200.14,40.35424018706789,Positive trend with strong 24h trading value,1778431972053
198,KRW-CFG,Momentum Breakout,467.0,459.995,476.34000000000003,40.14403641673268,Positive trend with strong 24h trading value,1778431972053
199,KRW-KITE,Momentum Breakout,273.0,268.905,278.46,39.6296578348432,Positive trend with strong 24h trading value,1778431972053
200,KRW-XLM,Momentum Breakout,249.0,245.265,253.98000000000002,38.827017265369605,Positive trend with strong 24h trading value,1778431972053
201,KRW-ONDO,Volume Accumulation,618.0,611.82,627.27,36.984944884235134,Stable price with high liquidity,1778431972053
202,KRW-SAHARA,Rebound Watch,54.7,53.606,55.6846,36.60777296711549,Pullback with active trading volume,1778431972053
203,KRW-DOGE,Rebound Watch,161.0,157.78,163.898,35.66716576911578,Pullback with active trading volume,1778431972053
204,KRW-USDT,Rebound Watch,1467.0,1437.66,1493.406,35.596688432568726,Pullback with active trading volume,1778431972053
205,KRW-API3,Volume Accumulation,548.0,542.52,556.2199999999999,35.4335777873694,Stable price with high liquidity,1778431972053
206,KRW-DRIFT,Rebound Watch,72.0,70.56,73.296,33.92275223243611,Pullback with active trading volume,1778431972053
207,KRW-CHIP,Rebound Watch,93.6,91.728,95.28479999999999,33.14642919330315,Pullback with active trading volume,1778431972053
208,KRW-SOL,Volume Accumulation,139200.0,137808.0,141288.0,33.132492439100076,Stable price with high liquidity,1778431972053
209,KRW-ETH,Volume Accumulation,3450000.0,3415500.0,3501749.9999999995,31.575057002561145,Stable price with high liquidity,1778431972053
210,KRW-BTC,Volume Accumulation,119325000.0,118131750.0,121114874.99999999,29.737404604774895,Stable price with high liquidity,1778431972053
211,KRW-SONIC,Momentum Breakout,63.1,62.1535,64.36200000000001,45.578591543708654,Positive trend with strong 24h trading value,1778432002780
212,KRW-QTUM,Momentum Breakout,1555.0,1531.675,1586.1000000000001,45.56960478810161,Positive trend with strong 24h trading value,1778432002780
213,KRW-W,Momentum Breakout,23.3,22.9505,23.766000000000002,44.481064573133295,Positive trend with strong 24h trading value,1778432002780
214,KRW-DEEP,Momentum Breakout,58.2,57.327000000000005,59.364000000000004,44.27970276689087,Positive trend with strong 24h trading value,1778432002780
215,KRW-SNT,Momentum Breakout,16.0,15.76,16.32,43.5855859247897,Positive trend with strong 24h trading value,1778432002780
216,KRW-BSV,Momentum Breakout,25730.0,25344.05,26244.600000000002,41.258552270450856,Positive trend with strong 24h trading value,1778432002780
217,KRW-WAL,Momentum Breakout,125.0,123.125,127.5,40.917032903023724,Positive trend with strong 24h trading value,1778432002780
218,KRW-XRP,Momentum Breakout,2156.0,2123.66,2199.12,40.30724289222237,Positive trend with strong 24h trading value,1778432002780
219,KRW-CFG,Momentum Breakout,467.0,459.995,476.34000000000003,40.14389629330302,Positive trend with strong 24h trading value,1778432002780
220,KRW-KITE,Momentum Breakout,274.0,269.89,279.48,40.01283375870424,Positive trend with strong 24h trading value,1778432002780
221,KRW-XLM,Momentum Breakout,249.0,245.265,253.98000000000002,38.82749995073384,Positive trend with strong 24h trading value,1778432002780
222,KRW-ONDO,Volume Accumulation,618.0,611.82,627.27,36.985315955523745,Stable price with high liquidity,1778432002780
223,KRW-SAHARA,Rebound Watch,54.8,53.70399999999999,55.7864,36.784196199704084,Pullback with active trading volume,1778432002780
224,KRW-DOGE,Rebound Watch,161.0,157.78,163.898,35.66716359871951,Pullback with active trading volume,1778432002780
225,KRW-USDT,Rebound Watch,1467.0,1437.66,1493.406,35.597017959758915,Pullback with active trading volume,1778432002780
226,KRW-API3,Volume Accumulation,548.0,542.52,556.2199999999999,35.43363945192954,Stable price with high liquidity,1778432002780
227,KRW-DRIFT,Rebound Watch,72.0,70.56,73.296,33.92275223243611,Pullback with active trading volume,1778432002780
228,KRW-CHIP,Rebound Watch,93.8,91.92399999999999,95.4884,33.35253629305429,Pullback with active trading volume,1778432002780
