id,market,strategyName,entryPrice,stopLossPrice,targetPrice,score,reason,timestamp
9483,KRW-BSV,Momentum Breakout,25280.0,24900.8,25785.600000000002,39.39762966403174,Positive trend with strong 24h trading value,1778447289368
9484,KRW-XLM,Volume Accumulation,246.0,243.54,249.68999999999997,38.049135404236615,Stable price with high liquidity,1778447289368
9485,KRW-ADA,Volume Accumulation,410.0,405.9,416.15,37.569147028979714,Stable price with high liquidity,1778447289368
9486,KRW-SAHARA,Rebound Watch,55.3,54.193999999999996,56.2954,37.32594788579349,Pullback with active trading volume,1778447289368
9487,KRW-USDT,Rebound Watch,1467.0,1437.66,1493.406,36.022701026823455,Pullback with active trading volume,1778447289368
9488,KRW-DOGE,Rebound Watch,159.0,155.82,161.862,35.42178410038436,Pullback with active trading volume,1778447289368
9489,KRW-DRIFT,Rebound Watch,72.6,71.148,73.90679999999999,34.75939811196779,Pullback with active trading volume,1778447289368
9490,KRW-CFG,Rebound Watch,442.0,433.15999999999997,449.956,34.562612995290614,Pullback with active trading volume,1778447289368
9491,KRW-ONDO,Rebound Watch,602.0,589.96,612.836,34.39400295670568,Pullback with active trading volume,1778447289368
9492,KRW-SOL,Volume Accumulation,139800.0,138402.0,141897.0,34.22719882400819,Stable price with high liquidity,1778447289368
9493,KRW-API3,Rebound Watch,538.0,527.24,547.684,33.64211967491558,Pullback with active trading volume,1778447289368
9494,KRW-ETH,Rebound Watch,3422000.0,3353560.0,3483596.0,31.212779572463862,Pullback with active trading volume,1778447289368
9495,KRW-BTC,Rebound Watch,118654000.0,116280920.0,120789772.0,29.505938692132066,Pullback with active trading volume,1778447289368
9496,KRW-XEC,Momentum Breakout,0.0125,0.0123125,0.012750000000000001,55.72344190916233,Positive trend with strong 24h trading value,1778447319748
9497,KRW-DEEP,Momentum Breakout,60.4,59.494,61.608,48.99720126337146,Positive trend with strong 24h trading value,1778447319748
9498,KRW-SONIC,Momentum Breakout,62.2,61.267,63.444,44.07735726881682,Positive trend with strong 24h trading value,1778447319748
9499,KRW-SNT,Momentum Breakout,16.0,15.76,16.32,43.612172017920244,Positive trend with strong 24h trading value,1778447319748
9500,KRW-WAL,Momentum Breakout,127.0,125.095,129.54,42.67267911143735,Positive trend with strong 24h trading value,1778447319748
9501,KRW-QTUM,Momentum Breakout,1512.0,1489.32,1542.24,42.594662501875575,Positive trend with strong 24h trading value,1778447319748
9502,KRW-W,Momentum Breakout,22.6,22.261000000000003,23.052000000000003,41.34222775029239,Positive trend with strong 24h trading value,1778447319748
9503,KRW-XRP,Volume Accumulation,2133.0,2111.67,2164.995,40.01776252042207,Stable price with high liquidity,1778447319748
9504,KRW-BSV,Momentum Breakout,25280.0,24900.8,25785.600000000002,39.39762966403174,Positive trend with strong 24h trading value,1778447319748
9505,KRW-XLM,Volume Accumulation,246.0,243.54,249.68999999999997,38.048698968650044,Stable price with high liquidity,1778447319748
9506,KRW-ADA,Volume Accumulation,410.0,405.9,416.15,37.57469915560956,Stable price with high liquidity,1778447319748
9507,KRW-SAHARA,Rebound Watch,55.4,54.291999999999994,56.3972,37.50359621019396,Pullback with active trading volume,1778447319748
9508,KRW-USDT,Rebound Watch,1468.0,1438.6399999999999,1494.424,36.0907287525246,Pullback with active trading volume,1778447319748
9509,KRW-DOGE,Rebound Watch,160.0,156.8,162.88,36.04284641067568,Pullback with active trading volume,1778447319748
9510,KRW-CFG,Rebound Watch,443.0,434.14,450.974,34.78809660724286,Pullback with active trading volume,1778447319748
9511,KRW-DRIFT,Rebound Watch,72.6,71.148,73.90679999999999,34.75939811196779,Pullback with active trading volume,1778447319748
9512,KRW-ONDO,Rebound Watch,602.0,589.96,612.836,34.39404827813135,Pullback with active trading volume,1778447319748
9513,KRW-SOL,Volume Accumulation,139700.0,138303.0,141795.5,34.15486951209658,Stable price with high liquidity,1778447319748
9514,KRW-API3,Rebound Watch,538.0,527.24,547.684,33.64214744392862,Pullback with active trading volume,1778447319748
9515,KRW-ETH,Rebound Watch,3424000.0,3355520.0,3485632.0,31.271881801086288,Pullback with active trading volume,1778447319748
9516,KRW-BTC,Rebound Watch,118710000.0,116335800.0,120846780.0,29.55323982946638,Pullback with active trading volume,1778447319748
9517,KRW-XEC,Momentum Breakout,0.0124,0.012214,0.012648,54.831231629429666,Positive trend with strong 24h trading value,1778447350168
9518,KRW-DEEP,Momentum Breakout,60.4,59.494,61.608,48.99720535139392,Positive trend with strong 24h trading value,1778447350168
9519,KRW-SONIC,Momentum Breakout,62.1,61.1685,63.342000000000006,43.90815427522397,Positive trend with strong 24h trading value,1778447350168
9520,KRW-SNT,Momentum Breakout,16.0,15.76,16.32,43.612172017920244,Positive trend with strong 24h trading value,1778447350168
9521,KRW-QTUM,Momentum Breakout,1512.0,1489.32,1542.24,42.594662501875575,Positive trend with strong 24h trading value,1778447350168
9522,KRW-W,Momentum Breakout,22.6,22.261000000000003,23.052000000000003,41.34222775029239,Positive trend with strong 24h trading value,1778447350168
9523,KRW-WAL,Momentum Breakout,125.0,123.125,127.5,40.99215659635338,Positive trend with strong 24h trading value,1778447350168
9524,KRW-XRP,Volume Accumulation,2135.0,2113.65,2167.0249999999996,40.113775298293206,Stable price with high liquidity,1778447350168
9525,KRW-BSV,Momentum Breakout,25280.0,24900.8,25785.600000000002,39.397630316250016,Positive trend with strong 24h trading value,1778447350168
9526,KRW-XLM,Volume Accumulation,246.0,243.54,249.68999999999997,38.048731405291974,Stable price with high liquidity,1778447350168
9527,KRW-ADA,Volume Accumulation,410.0,405.9,416.15,37.57530160025696,Stable price with high liquidity,1778447350168
9528,KRW-SAHARA,Rebound Watch,55.4,54.291999999999994,56.3972,37.50366125799426,Pullback with active trading volume,1778447350168
9529,KRW-DOGE,Rebound Watch,160.0,156.8,162.88,36.04423983160649,Pullback with active trading volume,1778447350168
9530,KRW-USDT,Rebound Watch,1467.0,1437.66,1493.406,36.022931285391536,Pullback with active trading volume,1778447350168
9531,KRW-CFG,Rebound Watch,444.0,435.12,451.992,35.01285297642223,Pullback with active trading volume,1778447350168
9532,KRW-DRIFT,Rebound Watch,72.6,71.148,73.90679999999999,34.75939811196779,Pullback with active trading volume,1778447350168
9533,KRW-ONDO,Rebound Watch,603.0,590.9399999999999,613.854,34.55629775913984,Pullback with active trading volume,1778447350168
9534,KRW-SOL,Volume Accumulation,139700.0,138303.0,141795.5,34.15488417166072,Stable price with high liquidity,1778447350168
9535,KRW-API3,Rebound Watch,538.0,527.24,547.684,33.64215174515937,Pullback with active trading volume,1778447350168
9536,KRW-ETH,Rebound Watch,3424000.0,3355520.0,3485632.0,31.279291321736935,Pullback with active trading volume,1778447350168
9537,KRW-BTC,Rebound Watch,118623000.0,116250540.0,120758214.0,29.48057956783529,Pullback with active trading volume,1778447350168
9538,KRW-XEC,Momentum Breakout,0.0124,0.012214,0.012648,54.83124713558099,Positive trend with strong 24h trading value,1778447380611
9539,KRW-SONIC,Momentum Breakout,62.2,61.267,63.444,44.07737980662093,Positive trend with strong 24h trading value,1778447380611
9540,KRW-SNT,Momentum Breakout,16.0,15.76,16.32,43.61194383657883,Positive trend with strong 24h trading value,1778447380611
9541,KRW-QTUM,Momentum Breakout,1512.0,1489.32,1542.24,42.594720067406996,Positive trend with strong 24h trading value,1778447380611
9542,KRW-W,Momentum Breakout,22.6,22.261000000000003,23.052000000000003,41.342539181613624,Positive trend with strong 24h trading value,1778447380611
9543,KRW-WAL,Momentum Breakout,125.0,123.125,127.5,40.99215659635338,Positive trend with strong 24h trading value,1778447380611
9544,KRW-XRP,Volume Accumulation,2135.0,2113.65,2167.0249999999996,40.11408566836545,Stable price with high liquidity,1778447380611
9545,KRW-BSV,Momentum Breakout,25280.0,24900.8,25785.600000000002,39.39764205625282,Positive trend with strong 24h trading value,1778447380611
9546,KRW-XLM,Volume Accumulation,247.0,244.53,250.70499999999998,38.46653054026815,Stable price with high liquidity,1778447380611
9547,KRW-SAHARA,Rebound Watch,55.5,54.39,56.499,37.68107710511609,Pullback with active trading volume,1778447380611
9548,KRW-ADA,Volume Accumulation,410.0,405.9,416.15,37.575215038243336,Stable price with high liquidity,1778447380611
9549,KRW-DOGE,Rebound Watch,160.0,156.8,162.88,36.04420501473737,Pullback with active trading volume,1778447380611
9550,KRW-USDT,Rebound Watch,1467.0,1437.66,1493.406,36.02289350107705,Pullback with active trading volume,1778447380611
9551,KRW-CFG,Rebound Watch,444.0,435.12,451.992,35.01289546111157,Pullback with active trading volume,1778447380611
9552,KRW-ONDO,Rebound Watch,603.0,590.9399999999999,613.854,34.55618469292018,Pullback with active trading volume,1778447380611
9553,KRW-DRIFT,Rebound Watch,72.3,70.854,73.6014,34.351369862986864,Pullback with active trading volume,1778447380611
9554,KRW-SOL,Volume Accumulation,139700.0,138303.0,141795.5,34.155619252167014,Stable price with high liquidity,1778447380611
9555,KRW-API3,Rebound Watch,538.0,527.24,547.684,33.64215174515937,Pullback with active trading volume,1778447380611
9556,KRW-ETH,Rebound Watch,3422000.0,3353560.0,3483596.0,31.220808768566357,Pullback with active trading volume,1778447380611
9557,KRW-BTC,Rebound Watch,118624000.0,116251520.0,120759232.0,29.481663295671652,Pullback with active trading volume,1778447380611
9558,KRW-XEC,Momentum Breakout,0.0125,0.0123125,0.012750000000000001,55.72410458133011,Positive trend with strong 24h trading value,1778447411003
9559,KRW-SONIC,Momentum Breakout,62.2,61.267,63.444,44.077386279454146,Positive trend with strong 24h trading value,1778447411003
9560,KRW-SNT,Momentum Breakout,16.0,15.76,16.32,43.611947112850416,Positive trend with strong 24h trading value,1778447411003
9561,KRW-QTUM,Momentum Breakout,1514.0,1491.29,1544.28,42.735963299625055,Positive trend with strong 24h trading value,1778447411003
9562,KRW-W,Momentum Breakout,22.7,22.3595,23.154,41.805587579712444,Positive trend with strong 24h trading value,1778447411003
9563,KRW-WAL,Momentum Breakout,125.0,123.125,127.5,40.99215659635338,Positive trend with strong 24h trading value,1778447411003
9564,KRW-XRP,Volume Accumulation,2134.0,2112.66,2166.0099999999998,40.066911825765,Stable price with high liquidity,1778447411003
9565,KRW-BSV,Momentum Breakout,25270.0,24890.95,25775.4,39.355722110046955,Positive trend with strong 24h trading value,1778447411003
9566,KRW-XLM,Volume Accumulation,247.0,244.53,250.70499999999998,38.466177449779046,Stable price with high liquidity,1778447411003
9567,KRW-SAHARA,Rebound Watch,55.7,54.586,56.702600000000004,38.03644738331502,Pullback with active trading volume,1778447411003
9568,KRW-ADA,Volume Accumulation,409.0,404.90999999999997,415.13499999999993,37.32460183924702,Stable price with high liquidity,1778447411003
9569,KRW-USDT,Rebound Watch,1468.0,1438.6399999999999,1494.424,36.09109911264702,Pullback with active trading volume,1778447411003
9570,KRW-DOGE,Rebound Watch,160.0,156.8,162.88,36.044473401334685,Pullback with active trading volume,1778447411003
9571,KRW-CFG,Rebound Watch,443.0,434.14,450.974,34.7883356965618,Pullback with active trading volume,1778447411003
9572,KRW-ONDO,Rebound Watch,603.0,590.9399999999999,613.854,34.55598262570686,Pullback with active trading volume,1778447411003
9573,KRW-DRIFT,Rebound Watch,72.2,70.756,73.4996,34.215687480974935,Pullback with active trading volume,1778447411003
9574,KRW-SOL,Volume Accumulation,139600.0,138204.0,141694.0,34.08289654780534,Stable price with high liquidity,1778447411003
9575,KRW-API3,Rebound Watch,538.0,527.24,547.684,33.64215174515937,Pullback with active trading volume,1778447411003
9576,KRW-ETH,Rebound Watch,3424000.0,3355520.0,3485632.0,31.279087097523423,Pullback with active trading volume,1778447411003
9577,KRW-BTC,Rebound Watch,118624000.0,116251520.0,120759232.0,29.48171729917655,Pullback with active trading volume,1778447411003
9578,KRW-XEC,Momentum Breakout,0.0125,0.0123125,0.012750000000000001,55.72410458133011,Positive trend with strong 24h trading value,1778447441402
9579,KRW-SONIC,Momentum Breakout,62.2,61.267,63.444,44.077494023054186,Positive trend with strong 24h trading value,1778447441402
9580,KRW-SNT,Momentum Breakout,16.0,15.76,16.32,43.611947112850416,Positive trend with strong 24h trading value,1778447441402
9581,KRW-QTUM,Momentum Breakout,1513.0,1490.305,1543.26,42.66547693076782,Positive trend with strong 24h trading value,1778447441402
9582,KRW-W,Momentum Breakout,22.7,22.3595,23.154,41.805588883472836,Positive trend with strong 24h trading value,1778447441402
9583,KRW-WAL,Momentum Breakout,125.0,123.125,127.5,40.99215659635338,Positive trend with strong 24h trading value,1778447441402
9584,KRW-XRP,Volume Accumulation,2136.0,2114.64,2168.04,40.16236736059556,Stable price with high liquidity,1778447441402
9585,KRW-BSV,Momentum Breakout,25270.0,24890.95,25775.4,39.35582843398872,Positive trend with strong 24h trading value,1778447441402
9586,KRW-XLM,Volume Accumulation,246.0,243.54,249.68999999999997,38.04921898685977,Stable price with high liquidity,1778447441402
9587,KRW-SAHARA,Rebound Watch,55.7,54.586,56.702600000000004,38.03679081974981,Pullback with active trading volume,1778447441402
9588,KRW-ADA,Volume Accumulation,409.0,404.90999999999997,415.13499999999993,37.32473258999203,Stable price with high liquidity,1778447441402
9589,KRW-DOGE,Rebound Watch,160.0,156.8,162.88,36.054537474101664,Pullback with active trading volume,1778447441402
9590,KRW-USDT,Rebound Watch,1467.0,1437.66,1493.406,36.023296234245585,Pullback with active trading volume,1778447441402
9591,KRW-CFG,Rebound Watch,443.0,434.14,450.974,34.7883356965618,Pullback with active trading volume,1778447441402
9592,KRW-DRIFT,Rebound Watch,72.5,71.05,73.805,34.62385137203816,Pullback with active trading volume,1778447441402
9593,KRW-ONDO,Rebound Watch,603.0,590.9399999999999,613.854,34.55600955488998,Pullback with active trading volume,1778447441402
9594,KRW-SOL,Volume Accumulation,139700.0,138303.0,141795.5,34.15563678676122,Stable price with high liquidity,1778447441402
9595,KRW-API3,Rebound Watch,538.0,527.24,547.684,33.64215174515937,Pullback with active trading volume,1778447441402
9596,KRW-ETH,Rebound Watch,3422000.0,3353560.0,3483596.0,31.220939464205916,Pullback with active trading volume,1778447441402
9597,KRW-BTC,Rebound Watch,118601000.0,116228980.0,120735818.0,29.464263750059615,Pullback with active trading volume,1778447441402
9598,KRW-XEC,Momentum Breakout,0.0125,0.0123125,0.012750000000000001,55.72413295945974,Positive trend with strong 24h trading value,1778447471891
9599,KRW-SNT,Momentum Breakout,16.1,15.858500000000001,16.422,44.27419933866027,Positive trend with strong 24h trading value,1778447471891
9600,KRW-SONIC,Momentum Breakout,62.3,61.3655,63.546,44.24674428352333,Positive trend with strong 24h trading value,1778447471891
9601,KRW-QTUM,Momentum Breakout,1506.0,1483.41,1536.1200000000001,42.171314674143105,Positive trend with strong 24h trading value,1778447471891
9602,KRW-WAL,Momentum Breakout,126.0,124.11,128.52,41.83258081217623,Positive trend with strong 24h trading value,1778447471891
9603,KRW-W,Momentum Breakout,22.6,22.261000000000003,23.052000000000003,41.342671552876524,Positive trend with strong 24h trading value,1778447471891
9604,KRW-XRP,Volume Accumulation,2133.0,2111.67,2164.995,40.02135996591602,Stable price with high liquidity,1778447471891
9605,KRW-BSV,Momentum Breakout,25270.0,24890.95,25775.4,39.355749804252426,Positive trend with strong 24h trading value,1778447471891
9606,KRW-XLM,Volume Accumulation,246.0,243.54,249.68999999999997,38.04947038538698,Stable price with high liquidity,1778447471891
9607,KRW-SAHARA,Rebound Watch,55.7,54.586,56.702600000000004,38.037467018414205,Pullback with active trading volume,1778447471891
9608,KRW-ADA,Volume Accumulation,409.0,404.90999999999997,415.13499999999993,37.32754174789728,Stable price with high liquidity,1778447471891
9609,KRW-USDT,Rebound Watch,1468.0,1438.6399999999999,1494.424,36.091032640946615,Pullback with active trading volume,1778447471891
9610,KRW-DOGE,Rebound Watch,160.0,156.8,162.88,36.054848872334176,Pullback with active trading volume,1778447471891
9611,KRW-CFG,Rebound Watch,443.0,434.14,450.974,34.7883356965618,Pullback with active trading volume,1778447471891
9612,KRW-DRIFT,Rebound Watch,72.5,71.05,73.805,34.62385137203816,Pullback with active trading volume,1778447471891
9613,KRW-ONDO,Rebound Watch,601.0,588.98,611.818,34.23185585012534,Pullback with active trading volume,1778447471891
9614,KRW-SOL,Volume Accumulation,139600.0,138204.0,141694.0,34.08412994602452,Stable price with high liquidity,1778447471891
9615,KRW-API3,Rebound Watch,538.0,527.24,547.684,33.64215174515937,Pullback with active trading volume,1778447471891
9616,KRW-ETH,Rebound Watch,3419000.0,3350620.0,3480542.0,31.134118212869716,Pullback with active trading volume,1778447471891
9617,KRW-BTC,Rebound Watch,118536000.0,116165280.0,120669648.0,29.41269560872991,Pullback with active trading volume,1778447471891
9618,KRW-XEC,Momentum Breakout,0.0125,0.0123125,0.012750000000000001,55.724136352759245,Positive trend with strong 24h trading value,1778447502323
9619,KRW-SNT,Momentum Breakout,16.1,15.858500000000001,16.422,44.274202570524565,Positive trend with strong 24h trading value,1778447502323
9620,KRW-SONIC,Momentum Breakout,62.3,61.3655,63.546,44.24704895972367,Positive trend with strong 24h trading value,1778447502323
9621,KRW-QTUM,Momentum Breakout,1512.0,1489.32,1542.24,42.59516149102386,Positive trend with strong 24h trading value,1778447502323
9622,KRW-WAL,Momentum Breakout,126.0,124.11,128.52,41.83260963934667,Positive trend with strong 24h trading value,1778447502323
9623,KRW-W,Momentum Breakout,22.6,22.261000000000003,23.052000000000003,41.342672863737754,Positive trend with strong 24h trading value,1778447502323
9624,KRW-XRP,Volume Accumulation,2130.0,2108.7,2161.95,39.87971333195088,Stable price with high liquidity,1778447502323
9625,KRW-BSV,Momentum Breakout,25260.0,24881.1,25765.2,39.31381259087752,Positive trend with strong 24h trading value,1778447502323
9626,KRW-XLM,Volume Accumulation,245.0,242.55,248.67499999999998,37.63878141995316,Stable price with high liquidity,1778447502323
9627,KRW-ADA,Volume Accumulation,409.0,404.90999999999997,415.13499999999993,37.32816115724863,Stable price with high liquidity,1778447502323
9628,KRW-SAHARA,Rebound Watch,55.3,54.193999999999996,56.2954,37.326961465339,Pullback with active trading volume,1778447502323
9629,KRW-USDT,Rebound Watch,1468.0,1438.6399999999999,1494.424,36.0911304894431,Pullback with active trading volume,1778447502323
9630,KRW-DOGE,Rebound Watch,160.0,156.8,162.88,36.06080219614249,Pullback with active trading volume,1778447502323
9631,KRW-CFG,Rebound Watch,442.0,433.15999999999997,449.956,34.56430359821253,Pullback with active trading volume,1778447502323
9632,KRW-DRIFT,Rebound Watch,72.3,70.854,73.6014,34.35350306442961,Pullback with active trading volume,1778447502323
9633,KRW-ONDO,Rebound Watch,600.0,588.0,610.8,34.06990768689465,Pullback with active trading volume,1778447502323
9634,KRW-SOL,Volume Accumulation,139300.0,137907.0,141389.5,33.867607220819224,Stable price with high liquidity,1778447502323
9635,KRW-API3,Rebound Watch,537.0,526.26,546.666,33.460383519724445,Pullback with active trading volume,1778447502323
9636,KRW-ETH,Rebound Watch,3417000.0,3348660.0,3478506.0,31.07622988349278,Pullback with active trading volume,1778447502323
9637,KRW-BTC,Rebound Watch,118482000.0,116112360.0,120614676.0,29.368254112695556,Pullback with active trading volume,1778447502323
9638,KRW-XEC,Momentum Breakout,0.0124,0.012214,0.012648,54.8313109308948,Positive trend with strong 24h trading value,1778447532722
9639,KRW-SNT,Momentum Breakout,16.1,15.858500000000001,16.422,44.274202570524565,Positive trend with strong 24h trading value,1778447532722
9640,KRW-SONIC,Momentum Breakout,62.2,61.267,63.444,44.07787910730695,Positive trend with strong 24h trading value,1778447532722
9641,KRW-QTUM,Momentum Breakout,1512.0,1489.32,1542.24,42.59516149102386,Positive trend with strong 24h trading value,1778447532722
9642,KRW-W,Momentum Breakout,22.6,22.261000000000003,23.052000000000003,41.342672863737754,Positive trend with strong 24h trading value,1778447532722
9643,KRW-WAL,Momentum Breakout,125.0,123.125,127.5,40.99237907490223,Positive trend with strong 24h trading value,1778447532722
9644,KRW-XRP,Volume Accumulation,2127.0,2105.73,2158.9049999999997,39.73879293505615,Stable price with high liquidity,1778447532722
9645,KRW-BSV,Momentum Breakout,25240.0,24861.4,25744.8,39.230020751893775,Positive trend with strong 24h trading value,1778447532722
9646,KRW-SAHARA,Rebound Watch,55.5,54.39,56.499,37.68176407748828,Pullback with active trading volume,1778447532722
9647,KRW-XLM,Volume Accumulation,245.0,242.55,248.67499999999998,37.639691593432175,Stable price with high liquidity,1778447532722
9648,KRW-ADA,Volume Accumulation,407.0,402.93,413.10499999999996,36.831879644175864,Stable price with high liquidity,1778447532722
9649,KRW-USDT,Rebound Watch,1468.0,1438.6399999999999,1494.424,36.09158126421577,Pullback with active trading volume,1778447532722
9650,KRW-DOGE,Rebound Watch,159.0,155.82,161.862,35.44251610686838,Pullback with active trading volume,1778447532722
9651,KRW-DRIFT,Rebound Watch,72.5,71.05,73.805,34.62596507813627,Pullback with active trading volume,1778447532722
9652,KRW-CFG,Rebound Watch,442.0,433.15999999999997,449.956,34.56400175693178,Pullback with active trading volume,1778447532722
9653,KRW-SOL,Volume Accumulation,139200.0,137808.0,141288.0,33.79707382058101,Stable price with high liquidity,1778447532722
9654,KRW-ONDO,Rebound Watch,598.0,586.04,608.764,33.74735758468703,Pullback with active trading volume,1778447532722
9655,KRW-API3,Rebound Watch,537.0,526.26,546.666,33.460383519724445,Pullback with active trading volume,1778447532722
9656,KRW-ETH,Rebound Watch,3414000.0,3345720.0,3475452.0,30.992838028665957,Pullback with active trading volume,1778447532722
9657,KRW-BTC,Rebound Watch,118469000.0,116099620.0,120601442.0,29.360346289654096,Pullback with active trading volume,1778447532722
9658,KRW-XEC,Momentum Breakout,0.0124,0.012214,0.012648,54.8315940178213,Positive trend with strong 24h trading value,1778447563096
9659,KRW-DEEP,Momentum Breakout,60.2,59.297000000000004,61.404,48.627208143751545,Positive trend with strong 24h trading value,1778447563096
9660,KRW-SNT,Momentum Breakout,16.1,15.858500000000001,16.422,44.274202570524565,Positive trend with strong 24h trading value,1778447563096
9661,KRW-SONIC,Momentum Breakout,62.2,61.267,63.444,44.07814853558584,Positive trend with strong 24h trading value,1778447563096
9662,KRW-QTUM,Momentum Breakout,1510.0,1487.35,1540.2,42.453959410760085,Positive trend with strong 24h trading value,1778447563096
9663,KRW-WAL,Momentum Breakout,125.0,123.125,127.5,40.99237907490223,Positive trend with strong 24h trading value,1778447563096
9664,KRW-W,Momentum Breakout,22.5,22.1625,22.95,40.88017429645297,Positive trend with strong 24h trading value,1778447563096
9665,KRW-XRP,Volume Accumulation,2124.0,2102.7599999999998,2155.8599999999997,39.60107198312695,Stable price with high liquidity,1778447563096
9666,KRW-BSV,Momentum Breakout,25200.0,24822.0,25704.0,39.06224067907152,Positive trend with strong 24h trading value,1778447563096
9667,KRW-XLM,Volume Accumulation,245.0,242.55,248.67499999999998,37.64032239337043,Stable price with high liquidity,1778447563096
9668,KRW-SAHARA,Rebound Watch,55.2,54.096000000000004,56.1936,37.148558314592634,Pullback with active trading volume,1778447563096
9669,KRW-ADA,Volume Accumulation,407.0,402.93,413.10499999999996,36.834060374723215,Stable price with high liquidity,1778447563096
9670,KRW-USDT,Rebound Watch,1470.0,1440.6,1496.46,36.2322399252389,Pullback with active trading volume,1778447563096
9671,KRW-DOGE,Rebound Watch,158.0,154.84,160.844,34.83720633494903,Pullback with active trading volume,1778447563096
9672,KRW-DRIFT,Rebound Watch,72.5,71.05,73.805,34.62596507813627,Pullback with active trading volume,1778447563096
9673,KRW-CFG,Rebound Watch,442.0,433.15999999999997,449.956,34.56400175693178,Pullback with active trading volume,1778447563096
9674,KRW-ONDO,Rebound Watch,598.0,586.04,608.764,33.74781053234099,Pullback with active trading volume,1778447563096
9675,KRW-SOL,Volume Accumulation,139100.0,137709.0,141186.5,33.72691088628015,Stable price with high liquidity,1778447563096
9676,KRW-API3,Rebound Watch,536.0,525.28,545.648,33.27795766127185,Pullback with active trading volume,1778447563096
9677,KRW-ETH,Rebound Watch,3410000.0,3341800.0,3471380.0,30.878877400320594,Pullback with active trading volume,1778447563096
9678,KRW-BTC,Rebound Watch,118400000.0,116032000.0,120531200.0,29.302875006429197,Pullback with active trading volume,1778447563096
9679,KRW-XEC,Momentum Breakout,0.0124,0.012214,0.012648,54.83170311008081,Positive trend with strong 24h trading value,1778447593491
9680,KRW-DEEP,Momentum Breakout,60.0,59.1,61.2,48.25741285251915,Positive trend with strong 24h trading value,1778447593491
9681,KRW-SNT,Momentum Breakout,16.1,15.858500000000001,16.422,44.27421596676796,Positive trend with strong 24h trading value,1778447593491
9682,KRW-SONIC,Momentum Breakout,62.1,61.1685,63.342000000000006,43.909126530707994,Positive trend with strong 24h trading value,1778447593491
9683,KRW-QTUM,Momentum Breakout,1506.0,1483.41,1536.1200000000001,42.17150219372735,Positive trend with strong 24h trading value,1778447593491
9684,KRW-WAL,Momentum Breakout,125.0,123.125,127.5,40.9924189306875,Positive trend with strong 24h trading value,1778447593491
9685,KRW-W,Momentum Breakout,22.5,22.1625,22.95,40.88017429645297,Positive trend with strong 24h trading value,1778447593491
9686,KRW-XRP,Volume Accumulation,2123.0,2101.77,2154.845,39.5553589223777,Stable price with high liquidity,1778447593491
9687,KRW-BSV,Momentum Breakout,25180.0,24802.3,25683.600000000002,38.978225787492335,Positive trend with strong 24h trading value,1778447593491
9688,KRW-XLM,Volume Accumulation,245.0,242.55,248.67499999999998,37.64016711003512,Stable price with high liquidity,1778447593491
9689,KRW-SAHARA,Rebound Watch,55.4,54.291999999999994,56.3972,37.50308357442424,Pullback with active trading volume,1778447593491
9690,KRW-ADA,Volume Accumulation,406.0,401.94,412.09,36.58447957049208,Stable price with high liquidity,1778447593491
9691,KRW-USDT,Rebound Watch,1469.0,1439.62,1495.442,36.16450247724626,Pullback with active trading volume,1778447593491
9692,KRW-DOGE,Rebound Watch,158.0,154.84,160.844,34.8373815596681,Pullback with active trading volume,1778447593491
9693,KRW-DRIFT,Rebound Watch,72.5,71.05,73.805,34.62596984532152,Pullback with active trading volume,1778447593491
9694,KRW-CFG,Rebound Watch,440.0,431.2,447.92,34.11662962191466,Pullback with active trading volume,1778447593491
9695,KRW-ONDO,Rebound Watch,597.0,585.06,607.746,33.585832170578,Pullback with active trading volume,1778447593491
9696,KRW-SOL,Volume Accumulation,138900.0,137511.0,140983.5,33.58243803097413,Stable price with high liquidity,1778447593491
9697,KRW-API3,Rebound Watch,536.0,525.28,545.648,33.27761786678057,Pullback with active trading volume,1778447593491
9698,KRW-ETH,Rebound Watch,3412000.0,3343760.0,3473416.0,30.94118331994991,Pullback with active trading volume,1778447593491
9699,KRW-BTC,Rebound Watch,118386000.0,116018280.0,120516948.0,29.290001337860346,Pullback with active trading volume,1778447593491
9700,KRW-XEC,Momentum Breakout,0.0124,0.012214,0.012648,54.831918977462756,Positive trend with strong 24h trading value,1778447623860
9701,KRW-DEEP,Momentum Breakout,60.0,59.1,61.2,48.25723505367942,Positive trend with strong 24h trading value,1778447623860
9702,KRW-SONIC,Momentum Breakout,62.2,61.267,63.444,44.078350382306155,Positive trend with strong 24h trading value,1778447623860
9703,KRW-SNT,Momentum Breakout,16.0,15.76,16.32,43.61199149678218,Positive trend with strong 24h trading value,1778447623860
9704,KRW-QTUM,Momentum Breakout,1507.0,1484.395,1537.14,42.242199475039804,Positive trend with strong 24h trading value,1778447623860
9705,KRW-WAL,Momentum Breakout,126.0,124.11,128.52,41.83277288170396,Positive trend with strong 24h trading value,1778447623860
9706,KRW-W,Momentum Breakout,22.5,22.1625,22.95,40.88048980490447,Positive trend with strong 24h trading value,1778447623860
9707,KRW-XRP,Volume Accumulation,2126.0,2104.74,2157.89,39.6997277989927,Stable price with high liquidity,1778447623860
9708,KRW-BSV,Momentum Breakout,25200.0,24822.0,25704.0,39.06398485679439,Positive trend with strong 24h trading value,1778447623860
9709,KRW-SAHARA,Rebound Watch,55.7,54.586,56.702600000000004,38.035624744887656,Pullback with active trading volume,1778447623860
